"Image type","Feature Class","Feature Name","Segmentation_segment_IPH","Segmentation_segment_IPH_lipid","Segmentation_segment_Calcium","Segmentation_segment_Fibrous"
"diagnostics","Mask-original","Spacing","(0.507, 0.507, 2.0)","(0.507, 0.507, 2.0)","","(0.507, 0.507, 2.0)"
"diagnostics","Mask-original","Size","(512, 512, 164)","(512, 512, 164)","","(512, 512, 164)"
"diagnostics","Mask-original","BoundingBox","(193, 235, 69, 36, 41, 19)","(192, 235, 69, 31, 41, 21)","","(192, 233, 69, 39, 41, 21)"
"diagnostics","Mask-original","VoxelNum","915","1755","","3335"
"diagnostics","Mask-original","VolumeNum","39","42","","13"
"diagnostics","Mask-original","CenterOfMassIndex","(206.8808743169399, 252.11256830601093, 78.97814207650273)","(207.03589743589743, 256.37606837606836, 78.24843304843304)","","(208.78350824587707, 253.50344827586207, 79.64257871064468)"
"diagnostics","Mask-original","CenterOfMass","(-24.232396721311474, -1.9249278688524356, -587.5437158469945)","(-24.153800000000018, 0.2366666666666788, -589.0031339031339)","","(-23.267761319340337, -1.2197517241379217, -586.2148425787107)"
"diagnostics","Image-interpolated","Spacing","(1.0, 1.0, 1.0)","(1.0, 1.0, 1.0)","","(1.0, 1.0, 1.0)"
"diagnostics","Image-interpolated","Size","(30, 33, 49)","(27, 33, 53)","","(31, 33, 53)"
"diagnostics","Image-interpolated","Mean","83.65743145743146","82.75804163225547","","86.25699478042752"
"diagnostics","Image-interpolated","Minimum","-1004.0","-993.0","","-1004.0"
"diagnostics","Image-interpolated","Maximum","1465.0","1465.0","","1690.0"
"diagnostics","Mask-interpolated","Spacing","(1.0, 1.0, 1.0)","(1.0, 1.0, 1.0)","","(1.0, 1.0, 1.0)"
"diagnostics","Mask-interpolated","Size","(30, 33, 49)","(27, 33, 53)","","(31, 33, 53)"
"diagnostics","Mask-interpolated","BoundingBox","(6, 6, 6, 18, 21, 38)","(5, 7, 6, 16, 20, 42)","","(5, 6, 6, 20, 21, 42)"
"diagnostics","Mask-interpolated","VoxelNum","486","912","","1732"
"diagnostics","Mask-interpolated","VolumeNum","25","15","","5"
"diagnostics","Mask-interpolated","CenterOfMassIndex","(12.7119341563786, 14.720164609053498, 26.61522633744856)","(12.664473684210526, 16.74780701754386, 24.99561403508772)","","(13.763279445727482, 16.158198614318707, 27.46997690531178)"
"diagnostics","Mask-interpolated","CenterOfMass","(-24.16256584362141, -1.7793353909464855, -587.3847736625514)","(-24.210026315789484, 0.24830701754387619, -589.0043859649123)","","(-23.111220554272528, -1.3413013856812768, -586.5300230946882)"
"diagnostics","Mask-interpolated","Mean","-1.7160493827160495","43.29385964912281","","86.78579676674364"
"diagnostics","Mask-interpolated","Minimum","-110.0","-4.0","","25.0"
"diagnostics","Mask-interpolated","Maximum","65.0","128.0","","199.0"
"original","shape","Elongation","0.45782885286642633","0.33549313344135595","","0.4717497161389131"
"original","shape","Flatness","0.39427433152449176","0.3010225076953488","","0.34460800884201415"
"original","shape","LeastAxisLength","13.125050903160462","12.85390781952432","","14.470747515809792"
"original","shape","MajorAxisLength","33.28913361519491","42.70081967602628","","41.99190716558164"
"original","shape","Maximum2DDiameterColumn","39.293765408777","43.174066289845804","","42.7551166528639"
"original","shape","Maximum2DDiameterRow","38.47076812334269","42.42640687119285","","43.174066289845804"
"original","shape","Maximum2DDiameterSlice","20.248456731316587","20.248456731316587","","23.430749027719962"
"original","shape","Maximum3DDiameter","39.30648801406709","43.278170016764804","","43.69210454990696"
"original","shape","MeshVolume","305.1666666666667","651.2916666666666","","1360.0833333333333"
"original","shape","MinorAxisLength","15.240725855961877","14.325831793624362","","19.809670285494725"
"original","shape","Sphericity","0.21635457619721019","0.18334731902895315","","0.16690134023543265"
"original","shape","SurfaceArea","1013.1554887198729","1981.8003836030166","","3556.8698940946992"
"original","shape","SurfaceVolumeRatio","3.3200070629815603","3.042876924475235","","2.6151852661685187"
"original","shape","VoxelVolume","486.0","912.0","","1732.0"
"original","firstorder","10Percentile","-49.0","23.0","","56.0"
"original","firstorder","90Percentile","32.0","64.0","","124.0"
"original","firstorder","Energy","485484.0","1979128.0","","14394561.0"
"original","firstorder","Entropy","2.247519303588631","1.5847029979609226","","2.1759750075699844"
"original","firstorder","InterquartileRange","37.0","20.0","","35.0"
"original","firstorder","Kurtosis","3.331209705573907","4.927071649552173","","3.9360320402034223"
"original","firstorder","Maximum","65.0","128.0","","199.0"
"original","firstorder","MeanAbsoluteDeviation","25.152060153431893","12.953283702677746","","21.55362114577389"
"original","firstorder","Mean","-1.7160493827160495","43.29385964912281","","86.78579676674364"
"original","firstorder","Median","7.0","42.0","","83.0"
"original","firstorder","Minimum","-110.0","-4.0","","25.0"
"original","firstorder","Range","175.0","132.0","","174.0"
"original","firstorder","RobustMeanAbsoluteDeviation","17.396866706176404","8.74159182018828","","14.530305481319008"
"original","firstorder","RootMeanSquared","31.605984743477592","46.584294469574935","","91.16439798289842"
"original","firstorder","Skewness","-0.8548077657242505","0.740947722710983","","0.8493467519719627"
"original","firstorder","TotalEnergy","485484.0","1979128.0","","14394561.0"
"original","firstorder","Uniformity","0.2671086724584667","0.41795552477685444","","0.2647661996170442"
"original","firstorder","Variance","995.9934461210182","295.7382079101262","","779.1729391457633"
"original","glcm","Autocorrelation","27.517117375302533","10.284362367114774","","9.247715553490574"
"original","glcm","ClusterProminence","77.1101522116539","5.165356568153602","","25.094914116301222"
"original","glcm","ClusterShade","-9.118735225951879","0.8328653169370503","","2.320213821836857"
"original","glcm","ClusterTendency","5.225807770048425","0.9918447735011688","","2.6697972255192535"
"original","glcm","Contrast","1.9359264436839254","0.8330357657634708","","2.004380032406218"
"original","glcm","Correlation","0.4610540892090652","0.07392535945164609","","0.14395517014385312"
"original","glcm","DifferenceAverage","0.9940718360235745","0.5725720833113406","","1.0152830174152718"
"original","glcm","DifferenceEntropy","1.796793112168475","1.3699863417472724","","1.8421139166635678"
"original","glcm","DifferenceVariance","0.9266687948908844","0.5024458241760508","","0.9556671926073428"
"original","glcm","Id","0.6267374472325258","0.7500740035813955","","0.6196852355813386"
"original","glcm","Idm","0.5934632638375631","0.7392106708486443","","0.5862656590924223"
"original","glcm","Idmn","0.9726375113708537","0.9842877413434431","","0.9642556172397112"
"original","glcm","Idn","0.8991290797116582","0.9317968639816989","","0.88543658051885"
"original","glcm","Imc1","-0.13830041858165557","-0.04854629659220517","","-0.03555410292834372"
"original","glcm","Imc2","0.6763154793176782","0.339926455865553","","0.34724528489827244"
"original","glcm","InverseVariance","0.45773186608616495","0.4073887063452752","","0.46924148528762555"
"original","glcm","JointAverage","5.164251147562869","3.200551817904148","","3.0132823195670677"
"original","glcm","JointEnergy","0.08563523719818131","0.25223855984748317","","0.08168830957112937"
"original","glcm","JointEntropy","4.290239996014298","2.7115537140830153","","4.128364501888119"
"original","glcm","MCC","0.5423512174205939","0.2698499186276248","","0.2514063080763431"
"original","glcm","MaximumProbability","0.2266079095274998","0.4518334717300779","","0.15835523357376305"
"original","glcm","SumAverage","10.328502295125737","6.401103635808297","","6.0265646391341345"
"original","glcm","SumEntropy","3.004521447359763","1.9237830733905754","","2.698841764326339"
"original","glcm","SumSquares","1.7904335534330875","0.45622013481616","","1.1685443144813676"
"original","gldm","DependenceEntropy","5.109421227393031","4.797687425324867","","5.203470748710481"
"original","gldm","DependenceNonUniformity","67.24279835390946","87.1907894736842","","204.40646651270208"
"original","gldm","DependenceNonUniformityNormalized","0.13835966739487543","0.09560393582640812","","0.11801759036530143"
"original","gldm","DependenceVariance","8.542938915138276","17.222948407202214","","7.753150851516621"
"original","gldm","GrayLevelNonUniformity","129.8148148148148","381.17543859649123","","458.57505773672057"
"original","gldm","GrayLevelVariance","1.6337448559670782","0.5707128635734072","","1.3302327069854765"
"original","gldm","HighGrayLevelEmphasis","31.275720164609055","11.154605263157896","","10.302540415704389"
"original","gldm","LargeDependenceEmphasis","24.674897119341562","46.53947368421053","","26.825635103926096"
"original","gldm","LargeDependenceHighGrayLevelEmphasis","790.6460905349794","441.63706140350877","","247.38683602771363"
"original","gldm","LargeDependenceLowGrayLevelEmphasis","0.9340932825462146","5.076059779906115","","3.995398890695616"
"original","gldm","LowGrayLevelEmphasis","0.0490068546279966","0.11350190953574411","","0.1885689574136044"
"original","gldm","SmallDependenceEmphasis","0.25783799351364073","0.2026511381605597","","0.2177692495729079"
"original","gldm","SmallDependenceHighGrayLevelEmphasis","8.7217064235939","2.613896314525516","","3.115102755472454"
"original","gldm","SmallDependenceLowGrayLevelEmphasis","0.014626975271509936","0.028617574216646062","","0.049216115993746874"
"original","glrlm","GrayLevelNonUniformity","108.81462151147184","287.08345403054545","","384.1568347240276"
"original","glrlm","GrayLevelNonUniformityNormalized","0.2530274056953201","0.37842407797240213","","0.25441313675013905"
"original","glrlm","GrayLevelVariance","1.7070611741511925","0.6525332798476987","","1.4298467473354333"
"original","glrlm","HighGrayLevelRunEmphasis","31.303781879466932","11.419417965075063","","10.503463535744554"
"original","glrlm","LongRunEmphasis","1.4884684985521923","1.8417442545528648","","1.5720923668923013"
"original","glrlm","LongRunHighGrayLevelEmphasis","46.6286854340584","19.675735434236387","","15.675050956045173"
"original","glrlm","LongRunLowGrayLevelEmphasis","0.06971764004479541","0.20542228569372709","","0.28194858785105326"
"original","glrlm","LowGrayLevelRunEmphasis","0.05007273778933002","0.1147772830731321","","0.19319411743806073"
"original","glrlm","RunEntropy","2.820583081249535","2.402362773621112","","2.826093482153173"
"original","glrlm","RunLengthNonUniformity","346.2560280895927","563.8561397853289","","1190.2562674553994"
"original","glrlm","RunLengthNonUniformityNormalized","0.7997408979115743","0.7378891518305755","","0.783405501409094"
"original","glrlm","RunPercentage","0.8839822728711618","0.8302125506072874","","0.8704920945105703"
"original","glrlm","RunVariance","0.18317206300060213","0.35182448191085525","","0.22399924068819582"
"original","glrlm","ShortRunEmphasis","0.9111375239161562","0.879339507027799","","0.9037390003661838"
"original","glrlm","ShortRunHighGrayLevelEmphasis","28.56117260592089","10.207386440967683","","9.633786927409979"
"original","glrlm","ShortRunLowGrayLevelEmphasis","0.04631791703255264","0.1018009685343501","","0.17760909059079585"
"original","glszm","GrayLevelNonUniformity","36.006211180124225","50.75609756097561","","71.32057416267942"
"original","glszm","GrayLevelNonUniformityNormalized","0.22364106323058525","0.24759071980963712","","0.17062338316430484"
"original","glszm","GrayLevelVariance","2.2553913815053432","1.5028197501487208","","2.699709255740482"
"original","glszm","HighGrayLevelZoneEmphasis","33.43478260869565","12.897560975609757","","14.272727272727273"
"original","glszm","LargeAreaEmphasis","78.94409937888199","383.2878048780488","","279.78468899521533"
"original","glszm","LargeAreaHighGrayLevelEmphasis","2689.416149068323","3534.8829268292684","","2292.5502392344497"
"original","glszm","LargeAreaLowGrayLevelEmphasis","2.57148856178082","42.13331906421105","","42.837250905944515"
"original","glszm","LowGrayLevelZoneEmphasis","0.0569428247489472","0.14146947071511531","","0.24008583417418006"
"original","glszm","SizeZoneNonUniformity","52.81366459627329","80.18048780487806","","154.76555023923444"
"original","glszm","SizeZoneNonUniformityNormalized","0.3280351838277844","0.3911243307555027","","0.3702525125340537"
"original","glszm","SmallAreaEmphasis","0.5808603818456863","0.6494346596511925","","0.6310765010351628"
"original","glszm","SmallAreaHighGrayLevelEmphasis","20.32649833659461","8.694176333289251","","10.209405489866796"
"original","glszm","SmallAreaLowGrayLevelEmphasis","0.034244504169631707","0.1001630338041419","","0.15038028386457503"
"original","glszm","ZoneEntropy","4.35373512918914","4.089916330742455","","4.61617357852391"
"original","glszm","ZonePercentage","0.33127572016460904","0.22478070175438597","","0.24133949191685913"
"original","glszm","ZoneVariance","69.83195092781912","363.49615704937537","","262.6157597124608"
"original","ngtdm","Busyness","1.4194972555346825","4.71243868252077","","14.792330940205686"
"original","ngtdm","Coarseness","0.013367747045406084","0.007111949493295156","","0.003467826664431947"
"original","ngtdm","Complexity","19.695408285354045","11.697128260784215","","16.44809943022916"
"original","ngtdm","Contrast","0.04226186250314285","0.014647531052549376","","0.052331926594047194"
"original","ngtdm","Strength","0.35342877476558054","0.14606281564263576","","0.0620263469329936"
"log-sigma-1-0-mm-3D","firstorder","10Percentile","16.05470085144043","5.675052881240846","","-13.983518409728996"
"log-sigma-1-0-mm-3D","firstorder","90Percentile","62.03227424621582","47.488285064697266","","37.042945098876956"
"log-sigma-1-0-mm-3D","firstorder","Energy","958252.6877500338","962740.6952890396","","1010984.8915796634"
"log-sigma-1-0-mm-3D","firstorder","Entropy","1.7551534152659838","1.5841654098827354","","1.8686633041832923"
"log-sigma-1-0-mm-3D","firstorder","InterquartileRange","25.45230722427368","23.17348289489746","","27.51017129421234"
"log-sigma-1-0-mm-3D","firstorder","Kurtosis","3.469859786500992","3.8423957938699895","","3.1381181915641956"
"log-sigma-1-0-mm-3D","firstorder","Maximum","105.91145324707031","92.94487762451172","","74.45756530761719"
"log-sigma-1-0-mm-3D","firstorder","MeanAbsoluteDeviation","14.953628257085823","13.546407507637058","","16.441623248046273"
"log-sigma-1-0-mm-3D","firstorder","Mean","40.05893795100259","27.596807428194506","","12.570781554708443"
"log-sigma-1-0-mm-3D","firstorder","Median","39.83129692077637","29.145442962646484","","14.084672927856445"
"log-sigma-1-0-mm-3D","firstorder","Minimum","-16.21270179748535","-40.34159851074219","","-54.702125549316406"
"log-sigma-1-0-mm-3D","firstorder","Range","122.12415504455566","133.2864761352539","","129.1596908569336"
"log-sigma-1-0-mm-3D","firstorder","RobustMeanAbsoluteDeviation","10.115379668736587","9.480656415587562","","11.356660374663274"
"log-sigma-1-0-mm-3D","firstorder","RootMeanSquared","44.403978980266004","32.49056366532618","","24.160081160817015"
"log-sigma-1-0-mm-3D","firstorder","Skewness","0.26082704183619937","-0.35956156657957217","","-0.21248845841919717"
"log-sigma-1-0-mm-3D","firstorder","TotalEnergy","958252.6877500338","962740.6952890396","","1010984.8915796634"
"log-sigma-1-0-mm-3D","firstorder","Uniformity","0.35198733255431935","0.3956048976608187","","0.31755596328317925"
"log-sigma-1-0-mm-3D","firstorder","Variance","366.9948395176292","294.05294706176227","","425.68497280106726"
"log-sigma-1-0-mm-3D","glcm","Autocorrelation","9.676162768779118","13.301756633931985","","15.671818440231736"
"log-sigma-1-0-mm-3D","glcm","ClusterProminence","17.301517880567044","5.994341959607368","","17.938985327515784"
"log-sigma-1-0-mm-3D","glcm","ClusterShade","1.8702919821956696","-0.23947606359601667","","-1.0476311677578887"
"log-sigma-1-0-mm-3D","glcm","ClusterTendency","2.1759222742187014","1.310529148270926","","2.4118789975137265"
"log-sigma-1-0-mm-3D","glcm","Contrast","0.6967126979033923","0.585363800476733","","0.8113380658860113"
"log-sigma-1-0-mm-3D","glcm","Correlation","0.504292454445133","0.3803388966981555","","0.49703077966690346"
"log-sigma-1-0-mm-3D","glcm","DifferenceAverage","0.5603033234979417","0.5104184877739004","","0.6300053167639885"
"log-sigma-1-0-mm-3D","glcm","DifferenceEntropy","1.2550763667261011","1.1664062816008691","","1.3220497908480704"
"log-sigma-1-0-mm-3D","glcm","DifferenceVariance","0.37194705034653575","0.31857626329513583","","0.40135851857641974"
"log-sigma-1-0-mm-3D","glcm","Id","0.7415099706556104","0.7569702747280262","","0.7136490463985192"
"log-sigma-1-0-mm-3D","glcm","Idm","0.7334892756915743","0.752285287383333","","0.7031123648856588"
"log-sigma-1-0-mm-3D","glcm","Idmn","0.9818041579886617","0.9845067519883265","","0.9789279299956336"
"log-sigma-1-0-mm-3D","glcm","Idn","0.9223414419799312","0.9284065553383982","","0.9131619277289243"
"log-sigma-1-0-mm-3D","glcm","Imc1","-0.1751664249251243","-0.09932945354235218","","-0.136708284012954"
"log-sigma-1-0-mm-3D","glcm","Imc2","0.65731853578585","0.47975240839592626","","0.6110798571391078"
"log-sigma-1-0-mm-3D","glcm","InverseVariance","0.4510814967844115","0.4477820259386019","","0.48604252173038137"
"log-sigma-1-0-mm-3D","glcm","JointAverage","3.0496981492860558","3.622148705630035","","3.907385757417863"
"log-sigma-1-0-mm-3D","glcm","JointEnergy","0.15847347799605344","0.18548636806455224","","0.11878471970481286"
"log-sigma-1-0-mm-3D","glcm","JointEntropy","3.2357922658136027","2.8428849723728074","","3.5120269238795854"
"log-sigma-1-0-mm-3D","glcm","MCC","0.6047757352385743","0.4261847052106509","","0.5423190797749528"
"log-sigma-1-0-mm-3D","glcm","MaximumProbability","0.31289538405798517","0.2933311065599792","","0.23190844706609767"
"log-sigma-1-0-mm-3D","glcm","SumAverage","6.0993962985721115","7.24429741126007","","7.814771514835726"
"log-sigma-1-0-mm-3D","glcm","SumEntropy","2.491508714503065","2.194632087067851","","2.6446278800862655"
"log-sigma-1-0-mm-3D","glcm","SumSquares","0.7181587430305234","0.4739732371869148","","0.8058042658499347"
"log-sigma-1-0-mm-3D","gldm","DependenceEntropy","5.125354137263035","4.92123009983335","","5.309532550883222"
"log-sigma-1-0-mm-3D","gldm","DependenceNonUniformity","47.95061728395062","88.61842105263158","","167.68706697459584"
"log-sigma-1-0-mm-3D","gldm","DependenceNonUniformityNormalized","0.09866382157191485","0.09716932132963989","","0.0968170132647782"
"log-sigma-1-0-mm-3D","gldm","DependenceVariance","11.159122085048011","9.616054939981531","","10.052673756860402"
"log-sigma-1-0-mm-3D","gldm","GrayLevelNonUniformity","171.06584362139918","360.7916666666667","","550.0069284064665"
"log-sigma-1-0-mm-3D","gldm","GrayLevelVariance","0.6732417145082897","0.5393582640812558","","0.7855537524868126"
"log-sigma-1-0-mm-3D","gldm","HighGrayLevelEmphasis","10.2119341563786","13.537280701754385","","16.66108545034642"
"log-sigma-1-0-mm-3D","gldm","LargeDependenceEmphasis","40.0","40.0109649122807","","41.043879907621246"
"log-sigma-1-0-mm-3D","gldm","LargeDependenceHighGrayLevelEmphasis","394.1296296296296","529.4583333333334","","621.0259815242495"
"log-sigma-1-0-mm-3D","gldm","LargeDependenceLowGrayLevelEmphasis","4.798780864197532","3.357677266081871","","3.3371502117013083"
"log-sigma-1-0-mm-3D","gldm","LowGrayLevelEmphasis","0.13916266575217193","0.09386574074074074","","0.0771989671542212"
"log-sigma-1-0-mm-3D","gldm","SmallDependenceEmphasis","0.14662703865240367","0.12349449010358636","","0.12086628519632063"
"log-sigma-1-0-mm-3D","gldm","SmallDependenceHighGrayLevelEmphasis","1.3985989011077895","1.5792328785424623","","2.029370791640782"
"log-sigma-1-0-mm-3D","gldm","SmallDependenceLowGrayLevelEmphasis","0.028113929141250084","0.016829405695448496","","0.010335222539515477"
"log-sigma-1-0-mm-3D","glrlm","GrayLevelNonUniformity","136.88307304862204","288.6727876314385","","445.4037836849941"
"log-sigma-1-0-mm-3D","glrlm","GrayLevelNonUniformityNormalized","0.3381372674798173","0.3822162587211987","","0.311875239624032"
"log-sigma-1-0-mm-3D","glrlm","GrayLevelVariance","0.7152029038167804","0.5822118767933243","","0.8087871967270257"
"log-sigma-1-0-mm-3D","glrlm","HighGrayLevelRunEmphasis","10.24274527748805","13.541527272165244","","16.858452321591905"
"log-sigma-1-0-mm-3D","glrlm","LongRunEmphasis","1.8294034348140484","1.9154684203611727","","1.8887531379866895"
"log-sigma-1-0-mm-3D","glrlm","LongRunHighGrayLevelEmphasis","18.451402313177287","25.92250842105708","","30.872584683086476"
"log-sigma-1-0-mm-3D","glrlm","LongRunLowGrayLevelEmphasis","0.2453978092714773","0.1723264174684123","","0.14623389277425997"
"log-sigma-1-0-mm-3D","glrlm","LowGrayLevelRunEmphasis","0.14264022144420793","0.09621053175961194","","0.0768703953149653"
"log-sigma-1-0-mm-3D","glrlm","RunEntropy","2.530698800428088","2.3992412920204242","","2.6718259466444065"
"log-sigma-1-0-mm-3D","glrlm","RunLengthNonUniformity","299.23385501674045","555.8896915751461","","1040.7563098920057"
"log-sigma-1-0-mm-3D","glrlm","RunLengthNonUniformityNormalized","0.7280399140360133","0.7243794012572743","","0.7178625103081206"
"log-sigma-1-0-mm-3D","glrlm","RunPercentage","0.8319088319088319","0.826417004048583","","0.8243471309291172"
"log-sigma-1-0-mm-3D","glrlm","RunVariance","0.3087064349083461","0.3442485624863801","","0.34627084819674203"
"log-sigma-1-0-mm-3D","glrlm","ShortRunEmphasis","0.8692027423684745","0.8645653354578618","","0.8666639827044088"
"log-sigma-1-0-mm-3D","glrlm","ShortRunHighGrayLevelEmphasis","8.897871908664918","11.705342760167529","","14.749946489512622"
"log-sigma-1-0-mm-3D","glrlm","ShortRunLowGrayLevelEmphasis","0.12664219965344115","0.08477771344258422","","0.06630028944356396"
"log-sigma-1-0-mm-3D","glszm","GrayLevelNonUniformity","26.52173913043478","33.80916030534351","","53.720379146919434"
"log-sigma-1-0-mm-3D","glszm","GrayLevelNonUniformityNormalized","0.2882797731568998","0.25808519317056117","","0.2545989533029357"
"log-sigma-1-0-mm-3D","glszm","GrayLevelVariance","0.9777882797731569","1.170677699434765","","1.3592237371128233"
"log-sigma-1-0-mm-3D","glszm","HighGrayLevelZoneEmphasis","10.108695652173912","12.709923664122137","","16.38862559241706"
"log-sigma-1-0-mm-3D","glszm","LargeAreaEmphasis","235.84782608695653","637.4656488549618","","1618.255924170616"
"log-sigma-1-0-mm-3D","glszm","LargeAreaHighGrayLevelEmphasis","2101.0978260869565","9092.79389312977","","25862.23222748815"
"log-sigma-1-0-mm-3D","glszm","LargeAreaLowGrayLevelEmphasis","29.856023550724636","47.862150127226464","","106.4415494997367"
"log-sigma-1-0-mm-3D","glszm","LowGrayLevelZoneEmphasis","0.18284118357487925","0.140754877014419","","0.09540547656661401"
"log-sigma-1-0-mm-3D","glszm","SizeZoneNonUniformity","22.304347826086957","32.770992366412216","","57.056872037914694"
"log-sigma-1-0-mm-3D","glszm","SizeZoneNonUniformityNormalized","0.24243856332703215","0.250160247071849","","0.2704117158195009"
"log-sigma-1-0-mm-3D","glszm","SmallAreaEmphasis","0.4817724094010245","0.47816823374599565","","0.5348568941285874"
"log-sigma-1-0-mm-3D","glszm","SmallAreaHighGrayLevelEmphasis","4.2762897272487805","5.946335660152381","","8.577187353711778"
"log-sigma-1-0-mm-3D","glszm","SmallAreaLowGrayLevelEmphasis","0.10770377147442985","0.07840970291056194","","0.05071868392987693"
"log-sigma-1-0-mm-3D","glszm","ZoneEntropy","4.143962674655597","4.494812489042238","","4.640383593572596"
"log-sigma-1-0-mm-3D","glszm","ZonePercentage","0.18930041152263374","0.14364035087719298","","0.12182448036951501"
"log-sigma-1-0-mm-3D","glszm","ZoneVariance","207.94187145557655","588.9985432084378","","1550.8759461827"
"log-sigma-1-0-mm-3D","ngtdm","Busyness","3.0300728647997115","4.5602868142780695","","9.226222015891626"
"log-sigma-1-0-mm-3D","ngtdm","Coarseness","0.015684743059519706","0.008066611052661304","","0.004195740241224192"
"log-sigma-1-0-mm-3D","ngtdm","Complexity","6.583730321952622","6.098797501652922","","7.595082440321162"
"log-sigma-1-0-mm-3D","ngtdm","Contrast","0.019277702561309795","0.014345014342461004","","0.026338697831859662"
"log-sigma-1-0-mm-3D","ngtdm","Strength","0.21610844477276736","0.11435062075818361","","0.05423445490419052"
"log-sigma-3-0-mm-3D","firstorder","10Percentile","-10.747704982757568","-16.420055961608888","","-51.40431861877441"
"log-sigma-3-0-mm-3D","firstorder","90Percentile","77.78620910644531","50.8007152557373","","34.65203590393067"
"log-sigma-3-0-mm-3D","firstorder","Energy","1148348.6833925173","866455.6486211393","","2025770.2571222042"
"log-sigma-3-0-mm-3D","firstorder","Entropy","2.4908530385513505","2.1431143750016313","","2.4162242563885847"
"log-sigma-3-0-mm-3D","firstorder","InterquartileRange","48.80178165435791","38.87825560569763","","45.79646372795105"
"log-sigma-3-0-mm-3D","firstorder","Kurtosis","2.705451809906","2.621371974803855","","2.4918447258393077"
"log-sigma-3-0-mm-3D","firstorder","Maximum","110.56926727294922","78.9284439086914","","73.55179595947266"
"log-sigma-3-0-mm-3D","firstorder","MeanAbsoluteDeviation","27.37695865687307","21.515330030561632","","26.14772719377183"
"log-sigma-3-0-mm-3D","firstorder","Mean","35.193672005041144","16.460913317637484","","-11.842867919392281"
"log-sigma-3-0-mm-3D","firstorder","Median","36.20142364501953","16.538732528686523","","-14.832664012908936"
"log-sigma-3-0-mm-3D","firstorder","Minimum","-64.03216552734375","-74.2987289428711","","-86.18988037109375"
"log-sigma-3-0-mm-3D","firstorder","Range","174.60143280029297","153.2271728515625","","159.7416763305664"
"log-sigma-3-0-mm-3D","firstorder","RobustMeanAbsoluteDeviation","19.99501318703018","15.94833177234179","","18.84916529053414"
"log-sigma-3-0-mm-3D","firstorder","RootMeanSquared","48.60923135820636","30.823059845267366","","34.19960982856698"
